State,District,Market,Commodity,Variety,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Ahmednagar,Kopargaon,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3501,4240,4100
Maharashtra,Ahmednagar,Kopargaon,Jowar(Sorghum),Other,17/06/2022,1500,2000,1717
Maharashtra,Ahmednagar,Kopargaon,Maize,Other,17/06/2022,2100,2320,2299
Maharashtra,Ahmednagar,Kopargaon,Onion,Other,17/06/2022,500,1351,925
Maharashtra,Ahmednagar,Kopargaon,Soyabean,Other,17/06/2022,5680,6621,6451
Maharashtra,Ahmednagar,Kopargaon,Wheat,Other,17/06/2022,1500,2291,2111
Maharashtra,Ahmednagar,Rahata,Beans,Other,17/06/2022,8000,8000,8000
Maharashtra,Ahmednagar,Rahata,"Bhindi(Ladies Finger)",Other,17/06/2022,3000,4000,3500
Maharashtra,Ahmednagar,Rahata,"Bitter gourd",Other,17/06/2022,2000,2500,2200
Maharashtra,Ahmednagar,Rahata,"Bottle gourd",Other,17/06/2022,800,1500,1100
Maharashtra,Ahmednagar,Rahata,Brinjal,Other,17/06/2022,1000,2000,1500
Maharashtra,Ahmednagar,Rahata,Cabbage,Other,17/06/2022,800,1500,1100
Maharashtra,Ahmednagar,Rahata,Carrot,Other,17/06/2022,2500,3000,2700
Maharashtra,Ahmednagar,Rahata,Cauliflower,Other,17/06/2022,1500,2500,2000
Maharashtra,Ahmednagar,Rahata,"Chilly Capsicum",Other,17/06/2022,3000,5000,4000
Maharashtra,Ahmednagar,Rahata,Coriander(Leaves),Other,17/06/2022,10,22,16
Maharashtra,Ahmednagar,Rahata,Cucumbar(Kheera),Other,17/06/2022,1000,1300,1150
Maharashtra,Ahmednagar,Rahata,Drumstick,Other,17/06/2022,4000,5500,4700
Maharashtra,Ahmednagar,Rahata,Garlic,Other,17/06/2022,1500,3000,2200
Maharashtra,Ahmednagar,Rahata,Ginger(Green),Other,17/06/2022,1000,2000,1500
Maharashtra,Ahmednagar,Rahata,"Green Chilli",Other,17/06/2022,4000,5000,4500
Maharashtra,Ahmednagar,Rahata,Guar,Other,17/06/2022,3000,5000,4000
Maharashtra,Ahmednagar,Rahata,Lime,Other,17/06/2022,3000,3500,3200
Maharashtra,Ahmednagar,Rahata,Methi(Leaves),Other,17/06/2022,15,20,17
Maharashtra,Ahmednagar,Rahata,Pomegranate,Other,17/06/2022,1000,17000,4500
Maharashtra,Ahmednagar,Rahata,Potato,Other,17/06/2022,2000,2300,2150
Maharashtra,Ahmednagar,Rahata,Ridgeguard(Tori),Other,17/06/2022,2500,3500,3000
Maharashtra,Ahmednagar,Rahata,Spinach,Other,17/06/2022,5,10,7
Maharashtra,Ahmednagar,Rahata,Tomato,Other,17/06/2022,2000,5300,3700
Maharashtra,Ahmednagar,Rahuri(Vambori),"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4000,4000,4000
Maharashtra,Ahmednagar,Rahuri(Vambori),Jowar(Sorghum),Other,17/06/2022,5503,5503,5503
Maharashtra,Ahmednagar,Rahuri(Vambori),Soyabean,Other,17/06/2022,6000,6262,6100
Maharashtra,Ahmednagar,Rahuri(Vambori),Wheat,Other,17/06/2022,1600,2400,2000
Maharashtra,Ahmednagar,Sangamner,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,2751,2751,2751
Maharashtra,Ahmednagar,Sangamner,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3590,4211,3900
Maharashtra,Ahmednagar,Sangamner,"Castor Seed",Other,17/06/2022,5600,5600,5600
Maharashtra,Ahmednagar,Sangamner,Groundnut,Other,17/06/2022,3600,4000,3800
Maharashtra,Ahmednagar,Sangamner,Jowar(Sorghum),Other,17/06/2022,1600,2451,2025
Maharashtra,Ahmednagar,Sangamner,Maize,Other,17/06/2022,2101,2101,2101
Maharashtra,Ahmednagar,Sangamner,Onion,"1st Sort",17/06/2022,1400,1700,1550
Maharashtra,Ahmednagar,Sangamner,Onion,"2nd Sort",17/06/2022,1000,1400,1200
Maharashtra,Ahmednagar,Sangamner,Onion,Other,17/06/2022,500,1000,750
Maharashtra,Ahmednagar,Sangamner,Pomegranate,Other,17/06/2022,2500,15000,8750
Maharashtra,Ahmednagar,Sangamner,Soyabean,Other,17/06/2022,4950,6300,5625
Maharashtra,Ahmednagar,Sangamner,Tomato,Other,17/06/2022,2000,4000,3000
Maharashtra,Ahmednagar,Sangamner,Wheat,Other,17/06/2022,2101,2500,2300
Maharashtra,Ahmednagar,Shevgaon,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5500,5500,5500
Maharashtra,Ahmednagar,Shevgaon,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,2050,2100,2050
Maharashtra,Ahmednagar,Shevgaon,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4200,4200,4200
Maharashtra,Ahmednagar,Shevgaon,Soyabean,Yellow,17/06/2022,5700,6300,6300
Maharashtra,Ahmednagar,Shevgaon,Wheat,"Maharashtra 2189",17/06/2022,2030,2300,2030
Maharashtra,Ahmednagar,Shevgaon(Bodhegaon),"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5400,5600,5600
Maharashtra,Ahmednagar,Shevgaon(Bodhegaon),"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,2000,2100,2100
Maharashtra,Ahmednagar,Shevgaon(Bodhegaon),"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4400,4400,4400
Maharashtra,Ahmednagar,Shevgaon(Bodhegaon),Wheat,"Maharashtra 2189",17/06/2022,2300,2300,2300
Maharashtra,Ahmednagar,Shrirampur,"Bhindi(Ladies Finger)",Other,17/06/2022,1500,2200,1850
Maharashtra,Ahmednagar,Shrirampur,"Bitter gourd",Other,17/06/2022,1500,2000,1750
Maharashtra,Ahmednagar,Shrirampur,"Bottle gourd",Other,17/06/2022,500,900,700
Maharashtra,Ahmednagar,Shrirampur,Brinjal,Other,17/06/2022,1000,1500,1250
Maharashtra,Ahmednagar,Shrirampur,Cabbage,Other,17/06/2022,400,800,600
Maharashtra,Ahmednagar,Shrirampur,Cauliflower,Other,17/06/2022,500,1000,750
Maharashtra,Ahmednagar,Shrirampur,Chikoos(Sapota),Other,17/06/2022,800,1500,1150
Maharashtra,Ahmednagar,Shrirampur,"Chilly Capsicum",Other,17/06/2022,1000,2200,1600
Maharashtra,Ahmednagar,Shrirampur,Coriander(Leaves),Other,17/06/2022,10,20,15
Maharashtra,Ahmednagar,Shrirampur,Cucumbar(Kheera),Other,17/06/2022,800,1200,1000
Maharashtra,Ahmednagar,Shrirampur,Drumstick,Other,17/06/2022,1500,2500,2000
Maharashtra,Ahmednagar,Shrirampur,Garlic,Other,17/06/2022,2000,3000,2550
Maharashtra,Ahmednagar,Shrirampur,Ginger(Green),Other,17/06/2022,1000,1500,1250
Maharashtra,Ahmednagar,Shrirampur,"Green Chilli",Other,17/06/2022,3500,4500,4000
Maharashtra,Ahmednagar,Shrirampur,Guar,Other,17/06/2022,2000,3000,2550
Maharashtra,Ahmednagar,Shrirampur,Lime,Other,17/06/2022,1500,2500,2000
Maharashtra,Ahmednagar,Shrirampur,Mango,Other,17/06/2022,4000,8000,6000
Maharashtra,Ahmednagar,Shrirampur,"Mango (Raw-Ripe)",Other,17/06/2022,2500,3500,3000
Maharashtra,Ahmednagar,Shrirampur,Methi(Leaves),Other,17/06/2022,10,18,14
Maharashtra,Ahmednagar,Shrirampur,Papaya,Other,17/06/2022,800,1000,900
Maharashtra,Ahmednagar,Shrirampur,Potato,Other,17/06/2022,1500,1800,1650
Maharashtra,Ahmednagar,Shrirampur,Ridgeguard(Tori),Other,17/06/2022,1000,2000,1550
Maharashtra,Ahmednagar,Shrirampur,Spinach,Other,17/06/2022,8,10,9
Maharashtra,Ahmednagar,Shrirampur,Tomato,Other,17/06/2022,3000,4000,3550
Maharashtra,Akola,Akola,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5100,6475,5800
Maharashtra,Akola,Akola,"Bengal Gram(Gram)(Whole)","Kabul Small",17/06/2022,5100,7000,6050
Maharashtra,Akola,Akola,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4000,4600,4300
Maharashtra,Akola,Akola,"Black Gram (Urd Beans)(Whole)",Other,17/06/2022,3200,5200,4200
Maharashtra,Akola,Akola,"Castor Seed",Other,17/06/2022,4700,4700,4700
Maharashtra,Akola,Akola,"Green Gram (Moong)(Whole)","Green (Whole)",17/06/2022,5555,6170,5900
Maharashtra,Akola,Akola,Jowar(Sorghum),Other,17/06/2022,1350,1680,1530
Maharashtra,Akola,Akola,Safflower,Other,17/06/2022,3000,3000,3000
Maharashtra,Akola,Akola,"Sesamum(Sesame,Gingelly,Til)",Other,17/06/2022,8600,8700,8650
Maharashtra,Akola,Akola,Soyabean,Yellow,17/06/2022,5300,6545,6350
Maharashtra,Akola,Akola,Wheat,Other,17/06/2022,1900,2150,2080
Maharashtra,Akola,Akola,Wheat,Sharbati,17/06/2022,2600,3050,2950
Maharashtra,Akola,Murtizapur,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4150,4470,4315
Maharashtra,Akola,Murtizapur,Wheat,Other,17/06/2022,1850,2180,1995
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Beetroot,Other,17/06/2022,1200,1600,1400
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)","Bhindi(Ladies Finger)",Other,17/06/2022,3600,4200,3900
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)","Bitter gourd",Other,17/06/2022,2200,2600,2400
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Brinjal,Other,17/06/2022,1400,1800,1600
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Cabbage,Other,17/06/2022,1500,2000,1750
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Carrot,Other,17/06/2022,1600,2000,1800
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Cauliflower,Other,17/06/2022,2000,2500,2250
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)","Chilly Capsicum",Other,17/06/2022,2800,3200,3000
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Coriander(Leaves),Other,17/06/2022,2000,2500,2250
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Cucumbar(Kheera),Other,17/06/2022,2000,2600,2300
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Garlic,Other,17/06/2022,1500,4000,2750
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Ginger(Green),Other,17/06/2022,1800,2400,2100
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)","Green Chilli",Other,17/06/2022,2800,3200,3000
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Guar,Other,17/06/2022,4500,5000,4750
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Methi(Leaves),Other,17/06/2022,4000,5000,4500
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Onion,Local,17/06/2022,100,900,500
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Potato,Other,17/06/2022,1200,1800,1500
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Pumpkin,Other,17/06/2022,1000,1400,1200
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Spinach,Other,17/06/2022,1000,1200,1100
Maharashtra,Amarawati,"Amrawati(Frui & Veg. Market)",Tomato,Local,17/06/2022,3500,4000,3750
Maharashtra,Aurangabad,Aurangabad,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,4500,5500,5000
Maharashtra,Aurangabad,Aurangabad,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,1850,1981,1915
Maharashtra,Aurangabad,Aurangabad,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4000,4100,4050
Maharashtra,Aurangabad,Aurangabad,Jowar(Sorghum),Other,17/06/2022,1650,2050,1850
Maharashtra,Aurangabad,Aurangabad,Soyabean,Other,17/06/2022,6000,6100,6050
Maharashtra,Aurangabad,Aurangabad,Wheat,Other,17/06/2022,1950,2350,2150
Maharashtra,Aurangabad,Sillod,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4000,4100,4100
Maharashtra,Aurangabad,Sillod,Maize,Yellow,17/06/2022,2051,2150,2100
Maharashtra,Aurangabad,Sillod,Wheat,Other,17/06/2022,2000,2100,2050
Maharashtra,Aurangabad,Vaijpur,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5100,5510,5320
Maharashtra,Aurangabad,Vaijpur,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,1910,2110,2000
Maharashtra,Aurangabad,Vaijpur,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3905,4975,4200
Maharashtra,Aurangabad,Vaijpur,"Corriander seed",Other,17/06/2022,4100,4100,4100
Maharashtra,Aurangabad,Vaijpur,"Green Gram (Moong)(Whole)",Other,17/06/2022,6000,6000,6000
Maharashtra,Aurangabad,Vaijpur,Groundnut,Other,17/06/2022,4275,4400,4300
Maharashtra,Aurangabad,Vaijpur,Jowar(Sorghum),Other,17/06/2022,1580,1730,1625
Maharashtra,Aurangabad,Vaijpur,Maize,Other,17/06/2022,2100,2100,2100
Maharashtra,Aurangabad,Vaijpur,Safflower,Other,17/06/2022,5385,5385,5385
Maharashtra,Aurangabad,Vaijpur,Soyabean,Other,17/06/2022,5900,6305,6210
Maharashtra,Aurangabad,Vaijpur,"Tamarind Fruit",Other,17/06/2022,655,655,655
Maharashtra,Aurangabad,Vaijpur,Wheat,Other,17/06/2022,2025,2495,2120
Maharashtra,Beed,Beed,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,4001,5951,5627
Maharashtra,Beed,Beed,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,1800,3899,2289
Maharashtra,Beed,Beed,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3700,4261,4093
Maharashtra,Beed,Beed,"Black Gram (Urd Beans)(Whole)",Other,17/06/2022,4500,5491,4986
Maharashtra,Beed,Beed,Jowar(Sorghum),Other,17/06/2022,1300,2511,1910
Maharashtra,Beed,Beed,Soyabean,Yellow,17/06/2022,5200,6450,6108
Maharashtra,Beed,Beed,Wheat,Other,17/06/2022,1901,2474,2057
Maharashtra,Beed,Gevrai,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5100,6000,5750
Maharashtra,Beed,Gevrai,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,2000,2329,2175
Maharashtra,Beed,Gevrai,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3800,4350,4200
Maharashtra,Beed,Gevrai,Jowar(Sorghum),Red,17/06/2022,1500,2181,1800
Maharashtra,Beed,Gevrai,"Sesamum(Sesame,Gingelly,Til)",White,17/06/2022,9501,9501,9501
Maharashtra,Beed,Gevrai,Soyabean,Yellow,17/06/2022,6000,6375,6250
Maharashtra,Beed,Gevrai,Wheat,Other,17/06/2022,1850,2700,2300
Maharashtra,Beed,Majalgaon,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5451,5925,5700
Maharashtra,Beed,Majalgaon,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,1900,2300,2200
Maharashtra,Beed,Majalgaon,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3650,4285,4150
Maharashtra,Beed,Majalgaon,Jowar(Sorghum),Red,17/06/2022,1600,2370,2100
Maharashtra,Beed,Majalgaon,Soyabean,Other,17/06/2022,5601,6425,6300
Maharashtra,Beed,Majalgaon,Wheat,Other,17/06/2022,3001,3001,3001
Maharashtra,Bhandara,Bhandara,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5000,5000,5000
Maharashtra,Bhandara,Bhandara,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4000,4100,4025
Maharashtra,Bhandara,Bhandara,"Green Gram (Moong)(Whole)","Green (Whole)",17/06/2022,5000,5500,5300
Maharashtra,Bhandara,Bhandara,Mustard,Other,17/06/2022,5000,5000,5000
Maharashtra,Bhandara,Bhandara,Rice,"1009 Kar",17/06/2022,3000,3000,3000
Maharashtra,Bhandara,Bhandara,Rice,Other,17/06/2022,3800,3800,3800
Maharashtra,Bhandara,Lakhandur,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4250,4300,4275
Maharashtra,Bhandara,Lakhandur,Wheat,Other,17/06/2022,1850,1875,1865
Maharashtra,Buldhana,Chikali,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5350,6100,5725
Maharashtra,Buldhana,Chikali,"Bengal Gram(Gram)(Whole)","Average (Whole)",17/06/2022,4010,4300,4155
Maharashtra,Buldhana,Chikali,"Black Gram (Urd Beans)(Whole)",Other,17/06/2022,4051,5675,4863
Maharashtra,Buldhana,Chikali,"Green Gram (Moong)(Whole)","Green (Whole)",17/06/2022,4450,5400,4925
Maharashtra,Buldhana,Chikali,Jowar(Sorghum),Other,17/06/2022,1150,1450,1300
Maharashtra,Buldhana,Chikali,Maize,"Deshi Red",17/06/2022,1300,1850,1575
Maharashtra,Buldhana,Chikali,Soyabean,Yellow,17/06/2022,5800,6350,6075
Maharashtra,Buldhana,Chikali,Wheat,Other,17/06/2022,1620,2071,1845
Maharashtra,Buldhana,"Deoulgaon Raja",Jowar(Sorghum),Other,17/06/2022,1600,2200,1800
Maharashtra,Buldhana,"Deoulgaon Raja",Maize,Yellow,17/06/2022,1800,1800,1800
Maharashtra,Buldhana,"Deoulgaon Raja",Soyabean,Yellow,17/06/2022,6000,6300,6300
Maharashtra,Buldhana,"Deoulgaon Raja",Wheat,Other,17/06/2022,1800,2600,2000
Maharashtra,Buldhana,Mehekar,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5400,6150,5700
Maharashtra,Buldhana,Mehekar,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3900,4300,4100
Maharashtra,Buldhana,Mehekar,"Green Gram (Moong)(Whole)",Other,17/06/2022,5200,5900,5500
Maharashtra,Buldhana,Mehekar,Soyabean,Other,17/06/2022,6000,6500,6400
Maharashtra,Buldhana,Mehekar,Wheat,Other,17/06/2022,2300,2800,2600
Maharashtra,Buldhana,Nandura,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5800,6421,6421
Maharashtra,Buldhana,Nandura,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3900,4300,4300
Maharashtra,Buldhana,Nandura,Jowar(Sorghum),Other,17/06/2022,1301,1540,1540
Maharashtra,Buldhana,Nandura,Maize,Other,17/06/2022,1950,2150,2150
Maharashtra,Buldhana,Nandura,Soyabean,Yellow,17/06/2022,5900,6475,6475
Maharashtra,Buldhana,Nandura,Wheat,Other,17/06/2022,1835,2100,2100
Maharashtra,Chandrapur,Chandrapur(Ganjwad),"Bhindi(Ladies Finger)",Other,17/06/2022,1000,2000,1500
Maharashtra,Chandrapur,Chandrapur(Ganjwad),"Bitter gourd",Other,17/06/2022,2000,3000,2500
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Brinjal,Other,17/06/2022,1000,2000,1500
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Cabbage,Other,17/06/2022,800,1500,1000
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Cauliflower,Other,17/06/2022,800,1500,1000
Maharashtra,Chandrapur,Chandrapur(Ganjwad),"Chilly Capsicum",Other,17/06/2022,2000,3000,2500
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Coriander(Leaves),Other,17/06/2022,2000,4000,3000
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Cucumbar(Kheera),Other,17/06/2022,800,1500,1000
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Garlic,Other,17/06/2022,3000,5000,4000
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Ginger(Green),Other,17/06/2022,2000,3000,2500
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Lime,Other,17/06/2022,4000,6000,5000
Maharashtra,Chandrapur,Chandrapur(Ganjwad),"Mango (Raw-Ripe)",Other,17/06/2022,1500,2500,2000
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Onion,White,17/06/2022,1300,1500,1400
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Potato,Other,17/06/2022,1300,1500,1400
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Tomato,Other,17/06/2022,2000,3000,2500
Maharashtra,Chandrapur,Chimur,Paddy(Dhan)(Common),Other,17/06/2022,2350,2450,2400
Maharashtra,Chandrapur,Gondpimpri,Paddy(Dhan)(Common),Other,17/06/2022,2475,2550,2525
Maharashtra,Chandrapur,Mul,Paddy(Dhan)(Common),Other,17/06/2022,1950,2570,2400
Maharashtra,Chandrapur,Rajura,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5385,5676,5500
Maharashtra,Chandrapur,Rajura,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4275,4330,4280
Maharashtra,Chandrapur,Savali,Paddy(Dhan)(Common),Other,17/06/2022,2050,2400,2250
Maharashtra,Dhule,Dondaicha,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,1600,2112,2000
Maharashtra,Dhule,Dondaicha,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3600,6000,5701
Maharashtra,Dhule,Dondaicha,"Green Gram (Moong)(Whole)",Other,17/06/2022,5700,5700,5700
Maharashtra,Dhule,Dondaicha,Maize,Yellow,17/06/2022,1900,2150,2000
Maharashtra,Dhule,Dondaicha,Wheat,Other,17/06/2022,1701,2258,2241
Maharashtra,Gadchiroli,Gandchiroli,Paddy(Dhan)(Common),Other,17/06/2022,2400,2400,2400
Maharashtra,Gondiya,Amgaon,Paddy(Dhan)(Common),Other,17/06/2022,1400,1472,1436
Maharashtra,Gondiya,Gondiya,Paddy(Dhan)(Common),Other,17/06/2022,1500,1600,1550
Maharashtra,Hingoli,Hingoli,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5800,6325,6062
Maharashtra,Hingoli,Hingoli,Jowar(Sorghum),Other,17/06/2022,1000,1700,1350
Maharashtra,Hingoli,Hingoli,Soyabean,Other,17/06/2022,6100,6600,6350
Maharashtra,Hingoli,Hingoli,Turmeric,Other,17/06/2022,6200,7300,6750
Maharashtra,Hingoli,Hingoli,Wheat,Sharbati,17/06/2022,1550,2420,1985
Maharashtra,Hingoli,"Hingoli(Kanegoan Naka)","Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5600,5700,5650
Maharashtra,Hingoli,"Hingoli(Kanegoan Naka)","Bengal Gram(Gram)(Whole)",Other,17/06/2022,4000,4200,4100
Maharashtra,Hingoli,"Hingoli(Kanegoan Naka)",Soyabean,Yellow,17/06/2022,6000,6200,6100
Maharashtra,Hingoli,"Hingoli(Kanegoan Naka)",Wheat,Other,17/06/2022,1800,1900,1850
Maharashtra,Hingoli,Sengoan,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4200,4400,4250
Maharashtra,Hingoli,Sengoan,Groundnut,Other,17/06/2022,4500,5500,5000
Maharashtra,Jalana,Jalana,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,1850,2302,2100
Maharashtra,Jalana,Jalana,"Bengal Gram(Gram)(Whole)","Kabul Small",17/06/2022,7000,7000,7000
Maharashtra,Jalana,Jalana,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,3250,4500,4300
Maharashtra,Jalana,Jalana,"Black Gram (Urd Beans)(Whole)",Other,17/06/2022,4200,6400,5000
Maharashtra,Jalana,Jalana,"Green Gram (Moong)(Whole)",Other,17/06/2022,5100,5600,5600
Maharashtra,Jalana,Jalana,Jowar(Sorghum),Other,17/06/2022,1550,3101,2175
Maharashtra,Jalana,Jalana,Maize,"Deshi Red",17/06/2022,2000,2315,2211
Maharashtra,Jalana,Jalana,Mustard,Other,17/06/2022,5650,5650,5650
Maharashtra,Jalana,Jalana,"Neem Seed",Other,17/06/2022,850,850,850
Maharashtra,Jalana,Jalana,Safflower,Other,17/06/2022,4500,4500,4500
Maharashtra,Jalana,Jalana,Soyabean,Yellow,17/06/2022,5000,6400,6300
Maharashtra,Jalana,Jalana,Sunflower,Other,17/06/2022,4300,5600,4800
Maharashtra,Jalana,Jalana,Wheat,"147 Average",17/06/2022,1600,2500,2325
Maharashtra,Jalana,Partur,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,5700,5800,5750
Maharashtra,Jalana,Partur,"Bengal Gram(Gram)(Whole)",Other,17/06/2022,4100,4321,4275
Maharashtra,Jalana,Partur,Jowar(Sorghum),Other,17/06/2022,1420,1926,1900
Maharashtra,Jalana,Partur,Soyabean,Yellow,17/06/2022,6000,6300,6150
Maharashtra,Jalana,Partur,Wheat,"Maharashtra 2189",17/06/2022,1926,2151,2012
Maharashtra,Jalgaon,Amalner,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,1800,2226,2226
Maharashtra,Jalgaon,Amalner,"Bengal Gram(Gram)(Whole)","Average (Whole)",17/06/2022,4000,4150,4150
Maharashtra,Jalgaon,Amalner,"Corriander seed",Other,17/06/2022,11000,11500,11500
Maharashtra,Jalgaon,Amalner,Groundnut,Other,17/06/2022,4700,5671,5671
Maharashtra,Jalgaon,Amalner,Maize,"Deshi Red",17/06/2022,1900,2200,2200
Maharashtra,Jalgaon,Amalner,"Sesamum(Sesame,Gingelly,Til)",Other,17/06/2022,7000,9685,9685
Maharashtra,Jalgaon,Amalner,Soyabean,Other,17/06/2022,5099,5299,5299
Maharashtra,Jalgaon,Amalner,Sunflower,Other,17/06/2022,4600,4700,4700
Maharashtra,Jalgaon,Amalner,Wheat,Other,17/06/2022,1961,2085,2085
Maharashtra,Jalgaon,Bhusaval,"Bhindi(Ladies Finger)",Other,17/06/2022,2000,2000,2000
Maharashtra,Jalgaon,Bhusaval,"Bitter gourd",Other,17/06/2022,2500,2500,2500
Maharashtra,Jalgaon,Bhusaval,Brinjal,Other,17/06/2022,1500,1500,1500
Maharashtra,Jalgaon,Bhusaval,Cabbage,Other,17/06/2022,1500,1500,1500
Maharashtra,Jalgaon,Bhusaval,Carrot,Other,17/06/2022,1500,1500,1500
Maharashtra,Jalgaon,Bhusaval,Cauliflower,Other,17/06/2022,1000,1000,1000
Maharashtra,Jalgaon,Bhusaval,Coriander(Leaves),Other,17/06/2022,2500,2500,2500
Maharashtra,Jalgaon,Bhusaval,Cucumbar(Kheera),Other,17/06/2022,1500,1500,1500
Maharashtra,Jalgaon,Bhusaval,"Green Chilli",Other,17/06/2022,4000,4000,4000
Maharashtra,Jalgaon,Bhusaval,Guar,Other,17/06/2022,5000,5000,5000
Maharashtra,Jalgaon,Bhusaval,Lime,Other,17/06/2022,3300,3300,3300
Maharashtra,Jalgaon,Bhusaval,"Little gourd (Kundru)",Other,17/06/2022,1500,1500,1500
Maharashtra,Jalgaon,Bhusaval,"Mango (Raw-Ripe)",Other,17/06/2022,2000,2000,2000
Maharashtra,Jalgaon,Bhusaval,Methi(Leaves),Other,17/06/2022,2500,2500,2500
Maharashtra,Jalgaon,Bhusaval,Onion,Red,17/06/2022,2000,2000,2000
Maharashtra,Jalgaon,Bhusaval,Potato,Other,17/06/2022,2000,2000,2000
Maharashtra,Jalgaon,Bhusaval,Spinach,Other,17/06/2022,1000,1000,1000
Maharashtra,Jalgaon,Bhusaval,Tomato,Other,17/06/2022,2000,2000,2000
Maharashtra,Jalgaon,Chalisgaon,"Arhar (Tur/Red Gram)(Whole)",Other,17/06/2022,4350,5000,4850
Maharashtra,Jalgaon,Chalisgaon,"Bajra(Pearl Millet/Cumbu)",Other,17/06/2022,1701,2222,1911
